language;text;class
"en";"@megan__cowan that's awful!! It's still so cold outside :((((( And for sure not a way to treat anyone at all";
"en";"When someone sends you a Snapchat of their steak and chips and you just wanna be sick everywhere 😷";
"en";"i just took a cold ass shower and i've never been in a shittier mood";
"en";"cold rooms make me sleepy dab.";
"en";"Not going to have fever anyway";
"en";"@crystizzl and @brendenedwards_ always snap me when they're together. It's cool guys. You're out having fun and I'm sick in bed lol";
"en";"@DRhodes9 @RGamazo24 @SuaveFrancisco_ here we go. Is this some sort of sick joke?";
"en";"I hate cold weather";
"en";"Beautiful comfortable cold day in NYC today! #TalkToTyler #LiveWhoYouAre @ Central Park https://t.co/WkoBi3gs02";
"en";"@dphishin it’s also cold and she has ear mites that I was gonna get fixed this weekend";
"en";"Game-show host: “And now it’s time to play…” Studio audience: COLD! OR! ALLERGIES! [The “applause” sign flickers meekly.]";
"en";"HOW COULD YOU DO THIS TO AN INNOCENT ANIMAL. like i'm seriously sick to my stomach from reading this. https://t.co/DLuPN7Hzmj";
"en";"Is Ugly God cold??";
"en";"I'm too sick to smell all this weed I got in my room thinking some febreese helped but my mom just walked in talking some shiiettt😂😂😂 oops";
"en";"If you or anyone you know suffer from URTICARIA or COLD URTICARIA please get in touch if you would be willing to help with a project of mine";
"en";"@klaus_courtney bro you feel sick too?";
"en";"@Kathy_M24 yo kath, you're hitting us w/ a RT but no follow? that's cold girl. besides, we don't want you missing t… https://t.co/t8BsPnAcR3";
"en";"Why would this ever happen, you sick bastard?! #nurseproblems #OCD #nurselife https://t.co/cGeqWXTS02";
"en";"Cold&amp;Tired.";
"en";"Simply, Denmark. 🇩🇰 #Denmark #sunset #Vallensbæk #cold #havn #harbour #nature. @ Vallensbæk Havn https://t.co/xx8S8bC8XV";
"en";"I'm so sick of seeing people harm/abuse animals. Like how can you do that do a sweet defenseless animal? 😡😡😡";
"en";"Another horrible sleep. My body is fighting something. I don't have time to get sick!";
"en";"Another horrible sleep. My body is fighting something. I don't have time to get sick!";
"en";"Sta god uradim i popravim na sebi vidi se da sam ipak sick, hvala bogu opet pa nisam romcina pocupanih obrva";
"en-gb";"#snow #cold #winter #instablue #tree #sky @ Berezna, Chernihivs'Ka Oblast', Ukraine https://t.co/iDB42CTSJ6";
"en";"I hate being sick😩";
"en";"I've been eating so good and not drinking soda for so long that when I actually eat something greasy or drink soda i get so sick 😩😩😩";
"en";"Wolf tip: cold showers are massively beneficial to your health! #RISINGWOLF🐺";
"en";"Excited af. This tattoo I'm about to get is sick as hell";
"en";"Being sick in the uni toilets #classy #amidying?";
"en";"Catch the sick bastard that did this! https://t.co/qcMYVaZgHO";
"en";"this girl keep coughing &amp; sneezing behind me &amp; im getting disgusted 😷😷";
"en";"@danbenjamin @tofias cold oven.";
"en";"sick of this";
"en";"I feel so sick";
"en";"@Rational2099807 @David_Dobbs @Marketplace A deductible is punishment for getting sick. The poor just wait until they get sicker.";
"en";"There is nothing worse than being physically sick from emotional pain";
"en";"Some JO hacking and sneezing on the train now my throats all tight with anxiety. Wtf ppl, stay home if you're sick. https://t.co/MzwoeF3Z4z";
"en";"Wolf tip: cold showers work as fat burners...essentially free of charge. #RISINGWOLF🐺";
"en";"12' regular cold subs just $5.00 #subday #bcpizzaandmore #bigsavings #yum https://t.co/J21itPIblq";
"en";"The cold weather in London is bringing back memories of the mountains..! (Anyone else wearing… https://t.co/sSo299HGtz";
"en";"@realDonaldTrump jobs so ppl can work hard and #mnuchin can steal their houses....this is not MAGA @KellyannePolls Scaramucci spin is sick";
"en";"I love being sick and not being able to sleep on the first week of classes wow nice!!!!!!!!";
"en";"They see the ballers &amp; celebrities as a reminder of ppl they'll never be; jealousy got em sick w. no remedy thinking nobody gon remember me";
"en";"My toes are forever cold";
"en";"hearing people talk about the #inaguration (of the worst person on earth) &amp; how great its going to be (it's not) is literally making me sick";
"en";"there's always a sick passenger on the train when you late for school 🙄 #mtawhyyy?";
"en";"Cold chicken https://t.co/TMFwlZev7L";
"en";"But when it's hot y'all gonna be wishing it was cold again 💀 https://t.co/ewegiTnvrT";
"en";"Ok...sick...restless...can't sleep...time to find a game...lol! 😉";
"en";"1 week feeling sick. 😷";
"en";"i look sick for no reason, i'm sad for no reason😕";
"en";"Yeah... I think @queenntaay got me sick. BITCH !!! 🙄😒";
"en";"Ur gonna get sick https://t.co/kGGVEz2doW";
"en";"Wolf tip: cold showers force your body to rid itself of toxins faster...way faster! #RISINGWOLF🐺";
"en";"I got cold shoulder for you💁🏻 👗: @debenhams debenhamsph 👜: cmgph 👠: paylessph ⌚️:… https://t.co/UQPhNbAgAQ";
"en";"Hshshahahahahaanyone anyone doing this SHIT remember those cold winter nights on the KOL https://t.co/G67qEKbW8b";
"en";"It's a must to have my clothes in the dryer before work on these cold mornings";
"en";"My favorite game to play in Nevada winters is:'Is it snowing yet? How ungodly cold is it now?' Answer: yes it's snowing &amp;. 34 degrees.";
"en";"False alarm just got his face washed he good 😊 all that cold in his eye";
"en";"@joshgad all sick and so am I.... Too sad today";
"en";"Wolf tip: cold showers strengthen your muscles! #RISINGWOLF🐺";
"en";"Every morning I go to the gym Im too cold to wear my slip ons but always regret it when Im trying to wrestle a sweaty foot into an ugg later";
"en";"Gian tried going to bed upset with me but I faked that I was sick so he loved me all night lmao";
"en";"Wolf tip: cold showers strengthen your bones! #RISINGWOLF🐺";
"en";"Mi sick fowl 💕❤😘 @ Boyd H. Anderson High School https://t.co/vAbwqNTxMv";
"en";"The kingsman is SUCH A SICK FILM wow I just love Colin Firth";
"en";"@steph93065 @wolfblitzer this dude sick";
"en-GB";"At least unblock me and talk to me properly you sick cunt @safaamalik_";
"en";"@the_syndikate fever grabe ui 1st day pa gani run.";
"en";"I'm bout to get my sick ass up out this class";
"en";"@shamtown Plus they're both family guys. They've gotta be sick of spending weeks at a time in Japan away from their wives and kids.";
"en";"It's so cold in the computer lab I'm pissed";
"en";"Tomorrow, absent cause I am sick. 😂";
"en";"justin cantando so sick é só amor🖤";
"en";"Fuck off, I just filled a whole bath up with cold water AND put a fucking bath bomb in it. Die.";
"en";"Lebron James Jr is soooll cold 🔥";
"en-gb";"Pharmacists can advise on lots of minor ailments such as backpain, earaches, cold &amp; flu and much more #StayWellThisWinter #Morethanyouthink";
"en";"So sick of love song";
"en";"All this weather does is get me sick and fuck my shoes up";
"en";"@d_weezy my office doesnt have drugs sir and its cold outside 😔";
"en";"I'm so freaking sick and today is my first day at my new job so I can't even call in.. fml.";
"en";"Sick of seeing stabbings and shootings in the news every day here";
"en";"@IrishEagle it's unfortunate there's no cold air already in place.";
"en";"Wolf tip: cold showers tighten your skin...saves you a ton of money in make up, ladies! #RISINGWOLF🐺";
"en";"I hate being sick 😓";
"en";"i'm does getting sick";
"en";"I know he sick right now but s/o to Max over there in Thailand w the rare finds";
"en";"i'm slowly getting sick";
"en";"Sincerely wish I could shake this cold. I can't stand having a runny nose! 😡";
"en";"What a sick fucking joke https://t.co/CJNKWtatna";
"en";"I'm sick. but i can't stay home. so if you see me today, please be nice.";
"en";"I'm tired and sick and if I don't feel better I'm screwed because I can't call off work cause my supervisor is off today 😩";
"en";"Wolf tip: cold showers build true character! #RISINGWOLF🐺";
"en";"I literally woke up an hour ago, and I have been coughing since 😷 #YayDormGerms";
"en";"Over the past 2 weeks, the McHenry area has received ~1.71 inches of rain. If it was cold enough, that would be abo… https://t.co/o89UsdzMjk";
"en";"like as much as tfp prob was the last sherlock n there's no more at least for a couple of years, the john's repressed memory theory is sick";
"en";"Literally so sick of animal abuse";
"en";"@AdelTWL vinyl theatre is a cool band! Congrats on a sick tour";
"en";"i had a fever last night, why am i at school right now?";
"en";"I haven't stopped being sick today urgh";
"en";"Wolf tip: cold showers make you stronger! #RISINGWOLF🐺";
"en";"getting sick in college is hands down the worst thing ever";
"en";"I hate being sick";
"en";"I wish being sick could get me out of doing work for an online class. 🙃";
"en";"Cold weather alert from @MetOffice with 90% probability of severe cold weather https://t.co/LctjDmRqr5 https://t.co/RigIjNVY3v";
"en";"One with this, not much pictures because it's too cold. @ Sofia,… https://t.co/68vBBaFpNw";
"en";"@GarrettLorenz it's how they do penalties in hockey lol it would be so fucking sick";
"en";"I'm sick. My child swore she was sick and had to stay home. Yet somehow there's a lot of playing I'm supposed to take part in. 😩";
"en";"Honestly how could you ever harm a dog or anything for that matter, that can't do anything to protect itself. People are sick";
"en";"Wake up early in the morning n eat that pussy like cold pizza 🍕";
"en";"Sick of waiting on a call back from the doctors, today would be nice 😴😴😴";
"en";"My sister has to go downtown because she's sick, wish her luck";
"en";"Never had a cold this bad! Ever.. And of course it had to kick in the same week as I return to work!";
"en-gb";"@Transsomething Yikes, what a cold start. Hope you wont be waiting too long around at the start. Brrrrr, also hope toe gets better";
"en-gb";"Well needed to warm up its Ffffff cold 😱😱😱 https://t.co/eg7XvtppKE";
"en";"Wolf tip: cold showers challenge to face both fear and pain...implied that is. #RISINGWOLF🐺";
"en";"@simonasharoni You R one sick bitch! I am happy to block you! I hope others see U 4 hateful fraud U R!";
"en";"Bruuh Which one of you did brujearía to me ..?! I'm at an airport getting a fever and period cramps . I'm dying";
"en-gb";"let's have some fun this beat is sick i wanna take a ride on the disco stick";
"en";"Bosko prob hella cold💔";
"en";"My hands &amp; feet are so fuccin cold.";
"en";"My mom sick and she is very annoying bruh 😂😂BITCH keep coughing while I'm tryna sleep 🙄";
"en";"Get away from the cold this winter. #WarmUp in Cayman https://t.co/NR7HDIpnTT https://t.co/Rhvsde10EL";
"en";"You could definitely say I'm over the cold. Bring the heat back Texas.";
"en";"@NickNastay diamonds got the flu, try not to catch dis";
"en";"I'm getting really sick over some entitled persons feeling getting hurt these days @EricDrozd";
"en";"Treating hannahbellelector to @cocosgelato for her Birthday! #icecream #freakshakes #sick… https://t.co/h7KFmCh2mR";
"en";"I'm so cold omg";
"en";"If I can't kick this coughing like today I'm going to go crazy.";
"en";"Kalau awa cold. Saya plak boleh freeze deal wif it 🙅🙅🙅🙅 #ego";
"en";"Sick to my stomach!!!";
"en";"@Nicshannon21 @worldiful legit!!! Yeah I gotta go! When it's not cold out there";
"en";"One more thing.... if you'll feeling the cold ... the Sunbeds are on....";
"en";"Nice cold lucozade orange 👌";
"en";"I'm freaking cold man";
"en";"Wolf tip: cold showers push you to get stronger and be tougher than what you already are! #RISINGWOLF🐺";
"en";"I'm sick of this rain!!";
"en";"True life I'm addicted to wheat thins with a ice cold lemonade Powerade";
"en";"Would rather sleep at college overnight than walk home when it's cold";
"en";"Okay this looks sick https://t.co/bMLq1NKwMb";
"en";"I'm sick asf 😂😂😂😂😂😂😂😂 https://t.co/7mAIadrW0X";
"en";"@DannyaleW @Goon_Boy @Fishtiks @heroandi10 @MShreck @Grrrregory I take it you mean 'sick' in the street talk way of… https://t.co/64n90pLrdY";
"en";"So tired and already sick and it's the third day back....... goooood.";
"en";"ILLUMINATI NOT ONLY CONTROLS THE MUSIC INDUSTRY...CONTROLS DISNEY AS WELL AN THEIR IS SOME SICK SHIT GOIN ON W THE… https://t.co/AMGR3aVndW";
"en";"moves to az because i hate the cold but walks outside and freezes to death ❄️";
"en";"So it is defeniatley cold here @ Prague, Czech Republic https://t.co/xCiDIgpgOk";
"en";"Toast burnt and cold, eggs burnt, coffee cold...because she woke up early from her nap. #momlife #shesworthit";
"en";"The children in abusive households grow up knocking girlfriends out cold that's called a cycle the abused becomes the abuser";
"en";"just had the worst coughing fit in front of my year 11s. the kids said, please don't die miss we've got to finish our coursework 🙄😂";
"en";"Spicer says Trump bringing in the best &amp; brightest. Many don't even know what their job is @realDonaldTrump. So sick. 4yrs of incompetence.";
"en";"Feeling sick ☹️";
"en";"Take a nigga bitch and make him sick";
"en";"@pamelacierra hahah I was sick lol 😂";
"en";"Cold sweat";
"en";"I'm so fucking sick of arguing with everyoneeeee 🙄🙄🙄🙄🙄";
"en";"Bruh i am WALKING in the freezing fucking cold lmao";
"en";"@EASPORTSFIFA either sort the fucknig latency problems or refund my money. Sick of the games stopping. Will be contacting the ombudsman";
"en";"Cold or Cole? https://t.co/EBry26kEDM";
"en";"That 'a dog's purpose' video is absolutely sick😢 will absolutely not be going to see that";
"en";"@niteeshbaroda Taking bath in Triveni sangam-Poicha.Baroda.Cold and clean water. https://t.co/vP1gJLmUbp";
"en";"Cold toilet season";
"en";"It's so cold😣😣";
"en";"I'm going to be sick https://t.co/L8OYM0hTx5";
"en";"@AlluringMind iam okay the vet my puppy is sick🐶";
"en";"Wolf tip: cold showers are going to show you who you really are! #RISINGWOLF🐺";
"en";"@ThePatriot143 @The13th_Ghost @BreitbartNews That is so demented &amp; sick of @CNN 2 speculate about that. 👎👎#PrayForTrump";
"en";"please explain to me how i have the stomach flu &amp; still crave taco bell?";
"en";"@MomBooch @lynmansell @Bluesmummy @wragg_karen @doggiemomx3 I fell asleep again for heavens sake! I have a feeling it's the cold weather?";
"en";"#tbt Staying warm in these cold streets! 😎 #MissMorgyn #MorgynMedia #TheFreeAgent @ Washington,… https://t.co/uVUjHbBoqo";
"en";"You sick 👊🏽 https://t.co/IJumuNz9LT";
"en-gb";"@sarahdavies___ so sick of these.";
"en";"Im so sick 😩";
"en";"@TinkleDownEcon @VigilantRobert PISS on them and they like it.What kind of sick people are they?";
"en";"Meant to be on a diet but its cold and feel sorry for myself so big fat chippy it is 😊";
"en";"Snow shoe trek up to the top of the fjell, then a cold wait to hopefully see Aurora Borealis… https://t.co/bQ5rGK7m65";
"en";"Feel physically fucking sick";
"en";"Trip up to high force today in the absolute freezing cold #highforce #highforcewaterforce #Northumberland https://t.co/Z0gLq5wiM6";
"en";"'Winter in the Netherlands is cold' #Winter #freezing #longhair #fullbeard #hipster #selfie… https://t.co/B9dbI78bEC";
"en";"Having to wake up at 6:30 on a cold, gloomy day to commute to my 8am final psychology course. https://t.co/bebm51QX9j";
"en";"So damn sick 😩😩😩";
"en";"thr hamilton soundtrack is sick";
"en";"@markiewhitley @BMJK89 @k_j24 insurance companies &amp; pharmaceutical drug companies make so much money on this stuff everyday it's sick 💰";
"en";"Wolf tip: cold showers reject the weak! #RISINGWOLF🐺";
"en";"@realTonaldTrump @IvankaTrump and the rest of us are faitly sick at this travesty.";
"en";"Im so sick of seeing ' ...% off' just lower prices. Im not even asking you to admit you over priced all your stuff!";
"en";"RIP ! Just sick right now ! God Bless Jimmy @SampsonBoxing @Nlewkow1 @TGBpromotions @jri2 @WBABoxing @wbcmoro… https://t.co/lxkpRlXJtg";
"en";"@_Cori_88 get well soon, sucks being sick 😷";
"en";"Glad to be back after getting sick. And light weights will do for me... for now. #gym #gymrat… https://t.co/zVthAQpG9m";
"en";"@itsChris_Jansen I'm on sick from work";
"en";"😂 why ain't he just eat the sandwich cold tho https://t.co/P9WnyuprSx";
"en";"Wolf tip: cold showers help the sickly! #RISINGWOLF🐺";
"en";"I never felt so sick before 🤒";
"en";"My brother is sick so my mom hasn't seen the baby and she called to tell me she missed Noah not me and Noah just Noah LOL fuck me right";
"en";"Update: walking to my 7am it was so cold, my toes are frozen and they're probably gonna fall off";
"en";"I'm getting sick too it's the weather😫 https://t.co/BTREw47mlW";
"en";"'Receiving Fellatio is the leading cure to all flu symptoms...' - Dr. Oz";
"en";"@gracewepray Been sick, hope to join in next week";
"en";"*vial And patchouli!! Lol. I actually wear Narcisso Rodriguez. Sick burn though https://t.co/1nPQbYXumE";
"en";"I miss literally everything about Paris, down to the cold air &amp; smell of cafés &amp; cigarette smoke. I wish I was ther… https://t.co/CLhOdYAiTn";
"en";"nothing puts me in a worse mood than a cold shower 😑😑";
"en";"@BenedictHarris silence - cold silence";
"en";"@jbouie and they are educated too bad their only concern is for themselves, so they are basically narcissistic and uncaring, &amp; hate the sick";
"en";"Still on the search for a perfect wedding venue and I've got a sick Brian. 😣";
"en";"love being sick :( sike";
"en";"Why the fuck you ain't eat it cold?! Nigga can't eat a sandwich cold tf wrong with you 😂";
"en";"Bakit ako'y LSS sa stone cold ay hindi ko naman naririnig pa ulit yun. 😂 LSS pa din ba tawag dun? #Paradox";
"en";"Does anyone else remember the movie Osmosis Jones or was that a fever dream?";
"en";"It's too cold in this school...";
"en";"@TrumpSoldUS2RU @JaySekulow Exactly it is far better policy to Make America Sick Again - ps read all the First Amendment &amp; Jefferson";
"en";"On god I hate being around sick people..";
"en";"felt really out of it, HAD to lie down to sleep, slept lightly &amp; dreamt 90mins, last time was like that I got worst fever flu over beer fest";
"en";"As part of CPD, some of our team visited client Lunar Freezing &amp; Cold Storage this week to be put through their pac… https://t.co/WVvaKc099M";
"en";"Wolf tip: cold showers are never going to allow you to get sick...as long as you take them! #RISINGWOLF🐺";
"en";"First week back and I have the flu ✌🏻️";
"en";"the crappy annoying sort-of cough I've had for a week is apparently morphing into snotty chest cold. Hooray.";
"en-GB";"Hunters Chicken and Herby roast potatoes @ Telford Secondary, perfect on a cold January day #winterwarmer… https://t.co/lKHQXZWz4v";
"en";"Everyone in my house is sick. 😷";
"en";"Republicans discriminate against sick people";
"en";"Only thing getting me through this sick day https://t.co/oUlDvQbzHq";
"en";"When you're sick but you still gotta be on that grind💪📝 https://t.co/WT6eN2qKYb";
"en";"@morganbaskaa wdym use cold water in that area? I just wanna take a super hot bath";
"en";"When you are sick...stay the fuck home. I'm going on vacation Monday, dam you!";
"en";"I am so sick and tired of Dems whining and calling @realDonaldTrump Illegitimate when the real phony is BHO😡";
"en";"Why can't we humans treat animals better thawe treat each other? Mostare really defenseless! Dowe get some sick thr… https://t.co/Fvox1w7eEu";
"en";"Wolf tip: cold showers make you a better person! #RISINGWOLF🐺";
"en";"If its not frozen it's finding nemo. Never, have I ever imagined I would get sick of these movies. A two yr old in the house changes things";
"en";"Stay up last night was a terrible idea. I'm seriously about to call In sick or something.";
"en";"A COLD ROOM AND BEING ABLE TO WRAP YOURSELF UP IN BLANKETS IS THE BEST WAY EVER TO SLEEP. YOU CAN FIGHT ME ABOUT THIS, BUT YOU'RE WRONG.";
"en";"Feel physically SICK at the fact Devon shared a cup of coffee with a lecturer today :)";
"en";"I know I'm getting old/giving up because I ordered straight cold brew with nothing in it and I love it.";
"en";"Oh good. Off with flu and the boiler packs it in.";
"en";"Our Bar Manager loves the cold, it can never be too cold according to Zoltan. He's currently… https://t.co/dmC4kdgEog";
"en";"I'm actually sick at my tweets from last night never again";
"en-gb";"Got #flu. Throat closed up and generally feel like death 💀. I'm not even going to try and fight this. Flu 😷 1 - Me 0";
"en";"In class: sick, cold, and its raining 😔";
"en";"'And it got in cold'";
"en";"I'm so sick of people subtweeting me. @boyfrombrasilia";
"en";"my brother is hella sick with pneumonia and I asked my dad if he was dying and he said probably";
"en";"State of Rio to Receive 250,000 Yellow Fever Vaccines https://t.co/MIeSfX8jui";
"en";"My puppy fever is ridiculously high";
"en";"I NEVER FUCKING DO THIS ON SOCIAL MEDIA BUT DAMNNNN AM I SICK OF HIS BULLSHIT VICTIM TWEETS ILL TELL YOU";
"en";"'.. why he ain't eat the sandwich cold ?... witcha dumbahh ' 😂😂🤦🏽‍♀️ https://t.co/hU5Jw34tTH";
"en";"CNN is a SICK NETWORK TO STATE THIS REPORT https://t.co/bPXXmgBTA7 via @realalexjones";
"en";"My room is cold af";
"en";"Wolf tip: cold showers are meant for those who want to be truly strong! Be among the strong! #RISINGWOLF🐺";
"en";"I need cold water";
"en";"There is a sick joy in looking at my finances and projections and coming to the conclusion that I /may/ be able to swing a luxury car next.";
"en";"Ew somebody in my psych class called himself Donald J Trump. You're sick.";
"en";"The thought of this man holding nukes makes me sick 😖😖😖 https://t.co/HCiZHJhJ4U";
"en";"@Leo16xxx Hi Bev Feeling better than I was Not bean able to get rid of this chest cold Hope your Good &amp;a the family. Take care 😘 YNWA";
"en";"@L_Bailey04 @derriso_noah we are? you're sick.";
"en";"Niggas better be happy it's cold because I would walk around without a shirt all day that's just how I'm feeling 😂";
"en";"I know going out with wet hair isn't socially acceptable but I don't have my mom here to yell at me about getting sick either so ¯\_(ツ)_/¯";
"en";"I'm so bloody sick of being nice to people who don't deserve it";
"en";"I can't stop coughing but I don't feel sick. What does this mean";
"en";"Cold and flu season in the home of a child with chronic illness - don't mess with mom! https://t.co/T1pb1KmYXJ";
"en";"@umeet03 How are you...derek has just recovered from bad cold fever";
"en";"@CathrynAnders97 you got the cold aswell?";
"en";"I'm so sick of this indecisive weather 🙄";
"en";"Aaaayyyy Penguin in action🐧🐧 #super #cold #penguins #winter #covergirl 😂😂😂 https://t.co/qpkTQS8Wxi";
"en";"I'm a wimp from California so this is cold to me. 😂😂 https://t.co/VuLlKv9qzC";
"en";"@rushstreetblues @washingtonweek @realDonaldTrump I'm not even religious &amp; the idea of his hand touching that bible just made me sick. #2020";
"en";"'Freezing: It's so cold the politicians have their hands in their own pockets.' From My Southern Calendar 2017";
"en";"I can't wait until Naudia gets bigger 😩😍 her happy ass gives me baby fever.";
"en";"People who abuse animals should be put in prison for life to suffer! Why do people need to hurt a vulnerable animal! This world is sick 😡";
"en";"@Hamashkar10 you're fuckin sick";
"en";"I can't get over how sick this film looks https://t.co/MvT5uVSSQa";
"en";"If I'm cold idc where I'm at I'm putting my hands in my pants 😂😂😂😂😂🙄🤷🏽‍♀️";
"en";"Woke up feeling so sick..... how am I gonna survive tonight 🤡";
"en";"Lots of cold water";
"en";"I never get sick wtf";
"en";"Parrot with Psittacine Beak &amp; Feather Disease bundles up for the cold weather #journalismeb https://t.co/vyQ8abl428";
"en";"Dom's @GreenParkUK visiting @TVBLEP - beautiful place on a crisp cold sunny day! https://t.co/JhlReFQ4jB";
"en";"I hate being sick 😷";
"en";"I hate being sick drains all my energy I passed out super early last night and now I'm still sleepy";
"en";"Good morning... I woke up feeling sick asl 😩";
"en";"Cold injury to fruit trees is on the rise in the East, said Ontario, Canada, researcher due to several reasons. #ESPE";
"en";"@AdamRichman Its going to be rainy all day today please, please, please be careful Adam don't won't you to get sick; love u always Maryanne.";
"en";"#shitgotreal #snow #city #white #snowfall #snowflakes #winter #2k17 #cold ❄❄☃ @ Pazardzhik,… https://t.co/PH29NewPUH";
"en";"Thinking back, bulgaria was sick";
"en";"I just wanna sip my cold brew coffee, shop and enjoy the day, instead of working out! Let's get this over with!";
"en";"If one of your members gets sick, a VFIS Critical Illness policy provides financial assistance when needed the most. https://t.co/N8wWZLYCSM";
"en";"And of course boyfriend is like you’re still sick? Yeah jerk I am. I don’t get to just sweat it out in one night. How lucky. Ugh.";
"en";"when ur teacher sends u out of class bc ur sick &amp; tells u to stay at the nurse but u chill in Mrs. O'neil's room instead &gt;&gt;&gt;&gt;";
"en";"If one of your members gets sick, a VFIS Critical Illness policy provides financial assistance when needed the most… https://t.co/xYFukJuiyQ";
"en";"NATO, An Obsolete Cold War Military Construct: Donald Trump and the History of the Atlantic Alliance https://t.co/kx8U412Cqc via @grtvnews";
"en";"NATO, An Obsolete Cold War Military Construct: Donald Trump and the History of the Atlantic Alliance https://t.co/W41OyrC7K3 via @grtvnews";
"en";"'Why he aint eat it cold?!' https://t.co/MWKffqc4xB";
"en";"@66_melody @BoldAsLove65 @TinaDase @RockG_Alive I am feeling terrible coughing so hard 😱very congested";
"en";"So this fever and sickness can go away anytime now... I need to get back to class and practice 😩";
"en";"i'm getting sick";
"en";"A lot of people like to sleep in when it's cold with rain and snow, not me. First of three big… https://t.co/fgZhWJapDn";
"en";"I hate being sick 🙄🙄🙄";
"en";"'Nigga can't even eat a sandwich cold'😂😂😂😂😂 https://t.co/FFYcnsIqtk";
"en";"Had to come back home I don't have a fever no more but I feel like 🚮🚮🚮🚮";
"en";"I took his bitch ik that he sick be he can't do shit cus ik he a lame";
"en";"I don't know why I'm so cold 🙃";
"en";"The kiddos are at KeyBank Center for a field trip. Pretty sick day of school, IMO @WKBW https://t.co/U5JZl3MMYe";
"en";"@RaleighWx still looking for a pattern change late this month/early next with cold and precip?";
"en";"i'm tryna shower before class but all the showers are fucking ice cold https://t.co/hRTbK6wSXk";
"en";"@eatingmangos it looks pretty sick, obviously a lot different and more mainstream though. What do you think?";
"en";"Just been sick all in my car 🚗😷🤧";
"en";"4 minutes til my weekend...but I'm sick so it doesn't really matter";
"en";"Ima cold mf yea I know boy😎";
"en";"@Mikit0707 people are even going to form a line over the Golden Gate Bridge tomorrow to protest. It's pouring outside. Yeah, enjoy the cold.";
"en";"Sick they changed the wifi 😒 only had it for one day";
"en";"Kind of sick of the whining from the #SoreLosers. Because you lost doesn't make it illegitimate or unfair. Suck it up buttercup.";
"en";"And I am back home sick again from school😷💤🎀";
"en";"I'm sick of waking up in a pile of sweat with a massive headache. When will this flu leave me alone???";
"en";"@danimusto update: this bitch really just made herself a shake nd not me while I'm sitting on her couch coughing up a lung to sick to move";
"en";"Sick chronicles Day 4.. could really use some Pho for lunch";
"en";"Everyone at memorial swears they're sick 🙄";
"en";"@SteveCarell That was so cold Steve. 😂😂";
"en";"Don't think I will get sick of this view anytime soon #Elephant @ Elephant Nature Park https://t.co/Yvx3cNlGKq";
"en";"You're looking a bit frail and sick https://t.co/YZM05J2iyq";
"en";"@iekenner @stacy_koster might be too cold for that now. -34F now.";
"en";"@adamlambert 'Fever' my dear Lizardy86 with her little Glambert on #Smule: https://t.co/5LSoe7Wb2g #SingKaraoke #HappyBirthdayAdamLambert";
"en";"if it's snowing and i have to walk for more than 2 minutes you bet my lazy cold ass is not going to class";
"en";"My dread lady bout to catch these cold as hands";
"en";"Two wks into the semester and already had to take a sick day. 🤒";
"en";"Donald Trump's healthcare plan isn't just tremendous, it's also innovative. Republican Health Care Plan: Get sick… https://t.co/RU3PuyH2NU";
"en";"The pancakes were out all night at school and Martin started eating them and the principal goes ' if you get sick it ain't ma fault '";
"en";"Ugh I feel so sick :/";
"en";"This weather &lt; I can't be sick every other day";
"en";"I also stepped in a huge puddle getting out of my car. I wanted to just get back into my car and go back home. Call off work. Sick day.";
"en";"Back when I was thick, had y'all niggas sick 😋😝 https://t.co/4EHm9xngdc";
"en";"Had a morning filming a piece for @BBCCountryfile about avian influenza and the issues around it. To be shown on the 5th Feb (probably!)";
"en-gb";"@tots100 I'm full of flu and daughter is off school with soaring temp today";
"en";"Thought I would wake up feeling better. Ended up feeling worse. I hate being sick.";
"en";"Annnddd... I'm sick....Kay great 😷";
"en";"WHY am I always sick 🙄🙄🙄🙄🙄";
"en";"Sick af😷😷😷";
"en";"MAKE BETTER FUCKING DECISIONS PPL, THIS MAKES ME FUCKING SICK 😡 https://t.co/O9Qq5P7Blh";
"en";"My room is usually 71-75 degrees and our bathroom is always about 60 so I'm always cold as hell takin my morning poop";
"en";"Being sick on the first week back is probably the worst";
"en";"im so annoyed , my boyfriend not ttm &amp; im getting sick 😒";
"en";"Makes me sick to my stomach to hear 'Donald Trump will arrive at the White House later today to begin Inaugural Festivities' #NotMyPOTUS";
"en";"@MontanaS20 @TouchMyTweets @PostmodernShit @razzell2 @MoroskyKatie @anonzeus3 @fernride4life makin me cold";
"en";"i love that alex always sits with me but he's sick and i don't want to get sick 😩";
"en";"#Tbt to when warm weather was a thing in Puerto Rico!! Never been so cold in #LA or seen rain… https://t.co/qIN9zztd3q";
"en";"Yoo peeps This event should be sick, make sure you londoners come to this and for anyone out of town, do try in s… https://t.co/8eP0QiUIgL";
"en";"Yes #Mnuchin , you saved the bank, by raping old people, sick people, working people, young people. You don't get credit for that.";
"en";"@DagwithMark you are a sick individual";
"en";"This is cold https://t.co/wzmRBhLLie";
"en";"Am I sick or is this just how I'm going to feel for the next 4 years?";
"en";"Hey Minneapolis, cold mornings look good on you. https://t.co/ThbcLc5bl2";
"en";"Come on @neontaster , who does not enjoy a nice cold glass of rectum milk with their fig newtons? https://t.co/Lnr9G2PonK";
"en";"Sick motherfuckers. https://t.co/IHnCxR78pr";
